Masters,Prof-school,12th,11th,10th,Preschool,1st-4th,9th,Some-college,5th-6th,Doctorate,Assoc-voc,Assoc-acdm,Bachelors,HS-grad,7th-8th
0.0,0.8111026585102081,0.788854569196701,0.9031332582235336,0.9242124110460281,0.9399388805031776,0.8823867365717888,0.9054261222481728,0.7957966774702072,0.8629719167947769,0.6284787654876709,0.9849844258278608,0.9849844258278608,0.6558697819709778,0.8380790948867798,0.8582501411437988
0.8111026585102081,0.0,0.9609802141785622,0.922109805047512,0.9507127366960049,1.0369445234537125,0.9165255576372147,0.9256880059838295,0.6342773139476776,0.9287782534956932,0.7849788665771484,0.8520677387714386,0.8520677387714386,0.8123257905244827,0.8012912273406982,0.9129943326115608
0.788854569196701,0.9609802141785622,0.0,0.5125464200973511,0.5388408601284027,0.8520532846450806,0.5722284317016602,0.6439055800437927,0.9062119424343109,0.5293281674385071,0.8762079924345016,1.0269054044038057,1.0269054044038057,0.9211326688528061,0.8938296437263489,0.5172291696071625
0.9031332582235336,0.922109805047512,0.5125464200973511,0.0,0.2914423942565918,0.9769144896417856,0.38691622018814087,0.36651474237442017,1.0173949915915728,0.26837384700775146,0.888728566467762,0.9853595122694969,0.9853595122694969,0.8966594338417053,0.9113200977444649,0.26266342401504517
0.9242124110460281,0.9507127366960049,0.5388408601284027,0.2914423942565918,0.0,0.9618972614407539,0.42494308948516846,0.5177610218524933,1.0033882348798215,0.3131902813911438,0.9305345416069031,0.9771121516823769,0.9771121516823769,0.9358682110905647,0.9044196233153343,0.3131400942802429
0.9399388805031776,1.0369445234537125,0.8520532846450806,0.9769144896417856,0.9618972614407539,0.0,0.9172042310237885,0.9337584674358368,0.8406141400337219,0.8432109206914902,0.8984438627958298,0.9415923915803432,0.9415923915803432,0.9268614426255226,0.845650240778923,0.9089430943131447
0.8823867365717888,0.9165255576372147,0.5722284317016602,0.38691622018814087,0.42494308948516846,0.9172042310237885,0.0,0.5213092565536499,0.9619623571634293,0.18844521045684814,0.9267502278089523,0.9552435353398323,0.9552435353398323,0.9567685425281525,0.9339678511023521,0.22355437278747559
0.9054261222481728,0.9256880059838295,0.6439055800437927,0.36651474237442017,0.5177610218524933,0.9337584674358368,0.5213092565536499,0.0,0.9819094482809305,0.4078943729400635,0.9357627034187317,0.987108526751399,0.987108526751399,0.9348802641034126,0.972246689721942,0.42684662342071533
0.7957966774702072,0.6342773139476776,0.9062119424343109,1.0173949915915728,1.0033882348798215,0.8406141400337219,0.9619623571634293,0.9819094482809305,0.0,0.9331661239266396,0.7525812536478043,0.9504069089889526,0.9504069089889526,0.7243386209011078,0.5245086848735809,0.9730958845466375
0.8629719167947769,0.9287782534956932,0.5293281674385071,0.26837384700775146,0.3131902813911438,0.8432109206914902,0.18844521045684814,0.4078943729400635,0.9331661239266396,0.0,0.9153227359056473,0.9312503635883331,0.9312503635883331,0.9223665446043015,0.9033514931797981,0.05632442235946655
0.6284787654876709,0.7849788665771484,0.8762079924345016,0.888728566467762,0.9305345416069031,0.8984438627958298,0.9267502278089523,0.9357627034187317,0.7525812536478043,0.9153227359056473,0.0,0.839211493730545,0.839211493730545,0.3679881691932678,0.6331198215484619,0.8974400386214256
0.9849844258278608,0.8520677387714386,1.0269054044038057,0.9853595122694969,0.9771121516823769,0.9415923915803432,0.9552435353398323,0.987108526751399,0.9504069089889526,0.9312503635883331,0.839211493730545,0.0,0.0,0.8408471196889877,0.8681354820728302,0.9108745381236076
0.9849844258278608,0.8520677387714386,1.0269054044038057,0.9853595122694969,0.9771121516823769,0.9415923915803432,0.9552435353398323,0.987108526751399,0.9504069089889526,0.9312503635883331,0.839211493730545,0.0,0.0,0.8408471196889877,0.8681354820728302,0.9108745381236076
0.6558697819709778,0.8123257905244827,0.9211326688528061,0.8966594338417053,0.9358682110905647,0.9268614426255226,0.9567685425281525,0.9348802641034126,0.7243386209011078,0.9223665446043015,0.3679881691932678,0.8408471196889877,0.8408471196889877,0.0,0.6101010143756866,0.907578133046627
0.8380790948867798,0.8012912273406982,0.8938296437263489,0.9113200977444649,0.9044196233153343,0.845650240778923,0.9339678511023521,0.972246689721942,0.5245086848735809,0.9033514931797981,0.6331198215484619,0.8681354820728302,0.8681354820728302,0.6101010143756866,0.0,0.9133822396397591
0.8582501411437988,0.9129943326115608,0.5172291696071625,0.26266342401504517,0.3131400942802429,0.9089430943131447,0.22355437278747559,0.42684662342071533,0.9730958845466375,0.05632442235946655,0.8974400386214256,0.9108745381236076,0.9108745381236076,0.907578133046627,0.9133822396397591,0.0
