Craft-repair,Farming-fishing,Handlers-cleaners,Priv-house-serv,Exec-managerial,Armed-Forces,Protective-serv,Sales,Prof-specialty,Tech-support,Machine-op-inspct,Adm-clerical,Other-service,Transport-moving
0.0,0.8816637545824051,0.8271369338035583,0.8986298143863678,0.989876464009285,0.8935104086995125,0.8569142669439316,0.7727973163127899,1.017908502370119,0.8939167037606239,0.9534238427877426,0.9509576968848705,0.9476649165153503,0.8647341877222061
0.8816637545824051,0.0,0.9697214718908072,0.8550498783588409,0.8450117260217667,0.810841515660286,0.9017913118004799,0.7832830846309662,0.8975462540984154,0.9349195435643196,0.9289875701069832,0.8494030982255936,0.9119062200188637,0.8250595033168793
0.8271369338035583,0.9697214718908072,0.0,0.6759222745895386,0.8995973467826843,0.8647601008415222,0.7894646525382996,0.8494117558002472,1.0067790853790939,0.8235215097665787,0.942525789141655,0.8864353522658348,0.8825928792357445,0.8088953942060471
0.8986298143863678,0.8550498783588409,0.6759222745895386,0.0,0.8259142488241196,0.808634340763092,0.9564505815505981,0.7548885941505432,0.9973169723525643,0.8662976175546646,0.9159381836652756,0.7089709341526031,0.8793405741453171,0.8274208754301071
0.989876464009285,0.8450117260217667,0.8995973467826843,0.8259142488241196,0.0,0.9552526548504829,0.8000527173280716,0.9088814482092857,0.9703161604702473,0.9464233443140984,0.955598957836628,0.685029149055481,0.8791362047195435,0.9360781237483025
0.8935104086995125,0.810841515660286,0.8647601008415222,0.808634340763092,0.9552526548504829,0.0,0.876347616314888,0.8192649185657501,0.9747551418840885,0.8493640869855881,0.9156624153256416,0.934105396270752,0.8843470960855484,0.811467319726944
0.8569142669439316,0.9017913118004799,0.7894646525382996,0.9564505815505981,0.8000527173280716,0.876347616314888,0.0,0.8446745574474335,0.8211179822683334,0.9473838172852993,1.0553411915898323,0.8426045775413513,0.9410295933485031,0.8642859309911728
0.7727973163127899,0.7832830846309662,0.8494117558002472,0.7548885941505432,0.9088814482092857,0.8192649185657501,0.8446745574474335,0.0,0.9403866678476334,0.9720759224146605,0.8988716527819633,0.8228230327367783,0.9615242891013622,0.8376406729221344
1.017908502370119,0.8975462540984154,1.0067790853790939,0.9973169723525643,0.9703161604702473,0.9747551418840885,0.8211179822683334,0.9403866678476334,0.0,0.48648351430892944,0.8279747068881989,0.9530789852142334,1.0233811140060425,0.9758480843156576
0.8939167037606239,0.9349195435643196,0.8235215097665787,0.8662976175546646,0.9464233443140984,0.8493640869855881,0.9473838172852993,0.9720759224146605,0.48648351430892944,0.0,0.6253700852394104,0.7990650236606598,1.0317919626832008,0.8916121125221252
0.9534238427877426,0.9289875701069832,0.942525789141655,0.9159381836652756,0.955598957836628,0.9156624153256416,1.0553411915898323,0.8988716527819633,0.8279747068881989,0.6253700852394104,0.0,0.9110497981309891,1.0187520291656256,0.7787145227193832
0.9509576968848705,0.8494030982255936,0.8864353522658348,0.7089709341526031,0.685029149055481,0.934105396270752,0.8426045775413513,0.8228230327367783,0.9530789852142334,0.7990650236606598,0.9110497981309891,0.0,0.9881368894129992,0.9618210159242153
0.9476649165153503,0.9119062200188637,0.8825928792357445,0.8793405741453171,0.8791362047195435,0.8843470960855484,0.9410295933485031,0.9615242891013622,1.0233811140060425,1.0317919626832008,1.0187520291656256,0.9881368894129992,0.0,0.8968388959765434
0.8647341877222061,0.8250595033168793,0.8088953942060471,0.8274208754301071,0.9360781237483025,0.811467319726944,0.8642859309911728,0.8376406729221344,0.9758480843156576,0.8916121125221252,0.7787145227193832,0.9618210159242153,0.8968388959765434,0.0
