Haiti,Hong,Cambodia,Holand-Netherlands,England,Scotland,Thailand,Portugal,Greece,Yugoslavia,Vietnam,Iran,China,Ireland,Poland,Guatemala,El-Salvador,France,Laos,Ecuador,Trinadad&Tobago,Hungary,Philippines,Japan,United-States,South,India,Puerto-Rico,Cuba,Canada,Columbia,Nicaragua,Dominican-Republic,Taiwan,Mexico,Honduras,Italy,Outlying-US(Guam-USVI-etc),Jamaica,Peru,Germany
0.0,0.9541963748633862,0.6311949789524078,0.8490360975265503,0.8845396265387535,0.844537153840065,0.7001092731952667,0.7639148235321045,0.7726461589336395,0.8186223804950714,0.749085545539856,0.7848128378391266,0.760934367775917,0.7617320418357849,0.7730169147253036,0.45593810081481934,0.49919819831848145,0.7283199429512024,0.76011623442173,0.6167201101779938,0.6934516429901123,0.8184268772602081,0.7139755189418793,0.7734405547380447,0.7248136699199677,0.9019359350204468,0.7981752455234528,0.6885537207126617,0.5505318641662598,0.6821187138557434,0.8073005974292755,0.452339768409729,0.48648810386657715,0.7452053725719452,0.6849762201309204,0.41608500480651855,0.7778692692518234,0.9249267652630806,0.5323862433433533,0.56107097864151,0.8916434496641159
0.9541963748633862,0.0,0.8243487924337387,0.9134532585740089,0.9581168591976166,0.9022027552127838,0.7709888964891434,0.8609058260917664,0.8337084054946899,0.912451334297657,0.7957237213850021,0.8836360648274422,0.7178630530834198,0.887604147195816,0.8724359422922134,0.9106806293129921,0.8716316223144531,0.8513765782117844,0.8022581785917282,0.8896449580788612,0.8515723049640656,0.8504378646612167,0.8335554152727127,0.7748221904039383,0.9155037328600883,0.9723744876682758,0.7835396081209183,0.8479310423135757,0.9189392253756523,0.8974652960896492,0.9795302916318178,0.9329459071159363,0.9155754074454308,0.731450080871582,0.881000466644764,0.8793387115001678,0.8674835562705994,0.9823715854436159,0.8990825563669205,0.8954332247376442,0.8679579049348831
0.6311949789524078,0.8243487924337387,0.0,0.7705297619104385,0.8775153383612633,0.7991825342178345,0.2868569493293762,0.7540515214204788,0.7821837812662125,0.6925399601459503,0.3734053373336792,0.7304677963256836,0.5068545341491699,0.7313337326049805,0.6975226700305939,0.5772998332977295,0.6060761511325836,0.7852334231138229,0.27754849195480347,0.5858160555362701,0.8201334476470947,0.6041898429393768,0.5129082500934601,0.637663871049881,0.6980713307857513,0.9663405753672123,0.6075064837932587,0.8233629167079926,0.6631004512310028,0.7323358654975891,0.9514898844063282,0.5193721950054169,0.675237774848938,0.5455853641033173,0.725925475358963,0.6022006571292877,0.8128557801246643,0.9277483373880386,0.7284867465496063,0.5573010742664337,0.8100505769252777
0.8490360975265503,0.9134532585740089,0.7705297619104385,0.0,0.6520089209079742,0.644841194152832,0.6825735569000244,0.5375217199325562,0.6934393048286438,0.7087903618812561,0.8399550169706345,0.8229674398899078,0.7616765052080154,0.6204405426979065,0.5945620536804199,0.6980124711990356,0.7228657901287079,0.47153884172439575,0.8034496754407883,0.655525803565979,0.6774289906024933,0.5353236198425293,0.6871031224727631,0.6027770340442657,0.5708025991916656,0.8868194594979286,0.6842329502105713,0.6868651807308197,0.7668566852807999,0.5955610573291779,0.8865294978022575,0.7567798495292664,0.6916443705558777,0.7236437201499939,0.7419649660587311,0.7076390087604523,0.5374619960784912,0.9939069380052388,0.7225783467292786,0.752678170800209,0.3562503457069397
0.8845396265387535,0.9581168591976166,0.8775153383612633,0.6520089209079742,0.0,0.4630599021911621,0.7588662654161453,0.5795715153217316,0.7437865734100342,0.825848788022995,0.8783675134181976,0.8423328697681427,0.7508164793252945,0.5043157637119293,0.6372340619564056,0.8259282261133194,0.7924763709306717,0.6019505262374878,0.8693812787532806,0.7056114971637726,0.7593345940113068,0.6738121211528778,0.8502805382013321,0.7059156894683838,0.6635688841342926,0.8144241571426392,0.6328745484352112,0.7374795079231262,0.8425627946853638,0.6606636643409729,0.8491098284721375,0.8767916932702065,0.8195128440856934,0.8231964856386185,0.6369903385639191,0.7786293178796768,0.6003761887550354,0.9215202555060387,0.6584294140338898,0.7952286750078201,0.5939309298992157
0.844537153840065,0.9022027552127838,0.7991825342178345,0.644841194152832,0.4630599021911621,0.0,0.7096246778964996,0.6220419108867645,0.7157076895236969,0.803440734744072,0.9070938602089882,0.8271068781614304,0.8018798828125,0.38813573122024536,0.6688042879104614,0.771319106221199,0.7904938161373138,0.6484833657741547,0.8208961337804794,0.7225295901298523,0.7961187809705734,0.646205484867096,0.8062078505754471,0.7017297446727753,0.7184291779994965,0.8995871394872665,0.7220401465892792,0.7668177932500839,0.8296607583761215,0.6094219386577606,0.9041283130645752,0.7914303988218307,0.8133201450109482,0.775320902466774,0.7986758351325989,0.7275388538837433,0.6383912563323975,0.9129798039793968,0.6598356366157532,0.7827638238668442,0.6897322237491608
0.7001092731952667,0.7709888964891434,0.2868569493293762,0.6825735569000244,0.7588662654161453,0.7096246778964996,0.0,0.6483646929264069,0.6584825813770294,0.789207398891449,0.4481954574584961,0.8081988394260406,0.5120191872119904,0.6964459717273712,0.6392675638198853,0.6290826201438904,0.6629560589790344,0.7626846432685852,0.3794518709182739,0.5994659066200256,0.7417917549610138,0.548505038022995,0.42755186557769775,0.4620360732078552,0.631674736738205,0.9369470328092575,0.5209538340568542,0.700933426618576,0.7136255502700806,0.664443850517273,0.9329470247030258,0.6322172582149506,0.6460835635662079,0.49614065885543823,0.6482286155223846,0.5511329472064972,0.684924304485321,0.9569397233426571,0.6566373407840729,0.5590854585170746,0.699531227350235
0.7639148235321045,0.8609058260917664,0.7540515214204788,0.5375217199325562,0.5795715153217316,0.6220419108867645,0.6483646929264069,0.0,0.3459177613258362,0.7115844190120697,0.7909929901361465,0.7115516066551208,0.7045962810516357,0.4339582324028015,0.5804704427719116,0.6144706010818481,0.5416582822799683,0.47702229022979736,0.7271700203418732,0.4742112159729004,0.6669916808605194,0.5029906332492828,0.6484216451644897,0.6019907891750336,0.6750526130199432,0.8611522167921066,0.6630158424377441,0.62856525182724,0.6678173840045929,0.714792788028717,0.9172591269016266,0.6315687596797943,0.6456215381622314,0.7162640988826752,0.6786029636859894,0.5492015779018402,0.42649132013320923,0.9953518598340452,0.6641308069229126,0.561133623123169,0.4964058995246887
0.7726461589336395,0.8337084054946899,0.7821837812662125,0.6934393048286438,0.7437865734100342,0.7157076895236969,0.6584825813770294,0.3459177613258362,0.0,0.6729466021060944,0.8015491664409637,0.6636461317539215,0.6801404356956482,0.5398939251899719,0.5433010458946228,0.7496981024742126,0.7134755551815033,0.6394863426685333,0.7703475207090378,0.6466785371303558,0.7442181408405304,0.4479653239250183,0.6954990327358246,0.6016227006912231,0.7066090703010559,1.0127421962097287,0.7434612512588501,0.7273257672786713,0.7330244481563568,0.7305323779582977,0.9662995710968971,0.7627931535243988,0.7182434499263763,0.6974397301673889,0.8043837398290634,0.7124680876731873,0.47260403633117676,0.9505670294165611,0.6701206266880035,0.7099730670452118,0.5405373275279999
0.8186223804950714,0.912451334297657,0.6925399601459503,0.7087903618812561,0.825848788022995,0.803440734744072,0.789207398891449,0.7115844190120697,0.6729466021060944,0.0,0.7166244387626648,0.7766991704702377,0.84550441801548,0.7225222289562225,0.5972126722335815,0.7454633712768555,0.6740674376487732,0.6775325834751129,0.6957864463329315,0.7301941215991974,0.7558842897415161,0.5849883556365967,0.7228049337863922,0.7633432149887085,0.673524409532547,0.9668242931365967,0.8447554707527161,0.7448377013206482,0.7497677505016327,0.7975509017705917,0.8855939209461212,0.6716951429843903,0.7514754235744476,0.8074657022953033,0.800496831536293,0.7505084574222565,0.64015132188797,0.9482011459767818,0.8479220122098923,0.780966728925705,0.6171943545341492
