Occupation,academic,administrator,adult,businessperson,capitalist,creator,domestic,employee,enlisted_person,expert,head,laborer,leader,merchant,person,preserver,professional,servant,serviceman,skilled_worker,traveler,worker,workman,Adm-clerical,Armed-Forces,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty,Protective-serv,Sales,Tech-support,Transport-moving,housekeeper,student
0.0,0.6666666666666666,0.8,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.8,0.75,0.8333333333333334,0.6666666666666666,0.75,0.8333333333333334,0.6666666666666666,0.8,0.5,0.6666666666666666,0.75,0.75,0.8,0.75,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8571428571428571,0.8,0.8333333333333334,0.75,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.75,0.75,0.8333333333333334,0.8,0.75,0.8333333333333334,0.75
0.6666666666666666,0.0,0.6666666666666666,0.5,0.6,0.5,0.5,0.6666666666666666,0.6,0.7142857142857143,0.5,0.6,0.7142857142857143,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6,0.6,0.6666666666666666,0.6,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.7142857142857143,0.6,0.75,0.75,0.7142857142857143,0.7142857142857143,0.6,0.6,0.7142857142857143,0.6666666666666666,0.6,0.7142857142857143,0.25
0.8,0.6666666666666666,0.0,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.75,0.7142857142857143,0.7777777777777778,0.6666666666666666,0.2,0.7777777777777778,0.4,0.75,0.6,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.75,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.75,0.75,0.8,0.75,0.16666666666666666,0.7142857142857143,0.8,0.8,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.7142857142857143,0.7777777777777778,0.75,0.7142857142857143,0.7777777777777778,0.7142857142857143
0.6666666666666666,0.5,0.6666666666666666,0.0,0.6,0.5,0.5,0.6666666666666666,0.6,0.7142857142857143,0.5,0.6,0.7142857142857143,0.5,0.6666666666666666,0.3333333333333333,0.5,0.25,0.6,0.6666666666666666,0.6,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.4,0.7142857142857143,0.6,0.75,0.75,0.7142857142857143,0.7142857142857143,0.6,0.6,0.7142857142857143,0.6666666666666666,0.6,0.7142857142857143,0.6
0.75,0.6,0.7142857142857143,0.6,0.0,0.25,0.6,0.7142857142857143,0.6666666666666666,0.75,0.6,0.6666666666666666,0.75,0.6,0.2,0.5,0.6,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.6,0.6,0.7142857142857143,0.7142857142857143,0.7777777777777778,0.7142857142857143,0.75,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.75,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.75,0.6666666666666666
0.6666666666666666,0.5,0.6666666666666666,0.5,0.25,0.0,0.5,0.6666666666666666,0.6,0.7142857142857143,0.5,0.6,0.7142857142857143,0.5,0.4,0.3333333333333333,0.5,0.6,0.6,0.6666666666666666,0.6,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.7142857142857143,0.6,0.75,0.75,0.7142857142857143,0.7142857142857143,0.6,0.6,0.5,0.6666666666666666,0.6,0.7142857142857143,0.6
0.6666666666666666,0.5,0.6666666666666666,0.5,0.6,0.5,0.0,0.6666666666666666,0.6,0.7142857142857143,0.5,0.6,0.7142857142857143,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6,0.6,0.6666666666666666,0.6,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.7142857142857143,0.25,0.75,0.75,0.7142857142857143,0.7142857142857143,0.6,0.6,0.7142857142857143,0.6666666666666666,0.6,0.7142857142857143,0.6
0.8,0.6666666666666666,0.75,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.0,0.5,0.625,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,0.75,0.6,0.6666666666666666,0.7142857142857143,0.2,0.5714285714285714,0.5,0.6666666666666666,0.4,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.75,0.7777777777777778,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.7777777777777778,0.5714285714285714,0.7142857142857143,0.16666666666666666,0.7142857142857143
0.75,0.6,0.7142857142857143,0.6,0.6666666666666666,0.6,0.6,0.5,0.0,0.5714285714285714,0.6,0.6666666666666666,0.3333333333333333,0.6,0.7142857142857143,0.5,0.6,0.6666666666666666,0.4,0.5,0.4,0.6,0.25,0.2,0.2,0.625,0.7142857142857143,0.75,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.75,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666
0.8333333333333334,0.7142857142857143,0.7777777777777778,0.7142857142857143,0.75,0.7142857142857143,0.7142857142857143,0.625,0.5714285714285714,0.0,0.7142857142857143,0.75,0.6666666666666666,0.7142857142857143,0.7777777777777778,0.6666666666666666,0.7142857142857143,0.75,0.5714285714285714,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.5,0.625,0.625,0.14285714285714285,0.7777777777777778,0.8,0.75,0.7,0.7,0.6666666666666666,0.6666666666666666,0.75,0.75,0.8,0.42857142857142855,0.75,0.6666666666666666,0.75
