Coupled,Divorced,Marital-Status,Married-AF-spouse,Married-civ-spouse,Married-spouse-absent,Never-married,Other,Separated,Single,Widowed
0.0,0.84799690655495,0.5849625007211562,0.41503749927884376,0.41503749927884376,0.8073549220576041,0.8073549220576041,0.7369655941662061,0.8073549220576041,0.7369655941662061,0.8073549220576041
0.84799690655495,0.0,0.8073549220576041,0.8744691179161412,0.8744691179161412,0.8744691179161412,0.6780719051126377,0.84799690655495,0.32192809488736235,0.5849625007211562,0.6780719051126377
0.5849625007211562,0.8073549220576041,0.0,0.7369655941662061,0.7369655941662061,0.7369655941662061,0.7369655941662061,0.5849625007211562,0.7369655941662061,0.5849625007211562,0.7369655941662061
0.41503749927884376,0.8744691179161412,0.7369655941662061,0.0,0.5849625007211562,0.84799690655495,0.84799690655495,0.8073549220576041,0.84799690655495,0.8073549220576041,0.84799690655495
0.41503749927884376,0.8744691179161412,0.7369655941662061,0.5849625007211562,0.0,0.84799690655495,0.84799690655495,0.8073549220576041,0.84799690655495,0.8073549220576041,0.84799690655495
0.8073549220576041,0.8744691179161412,0.7369655941662061,0.84799690655495,0.84799690655495,0.0,0.84799690655495,0.41503749927884376,0.84799690655495,0.8073549220576041,0.84799690655495
0.8073549220576041,0.6780719051126377,0.7369655941662061,0.84799690655495,0.84799690655495,0.84799690655495,0.0,0.8073549220576041,0.5849625007211562,0.41503749927884376,0.5849625007211562
0.7369655941662061,0.84799690655495,0.5849625007211562,0.8073549220576041,0.8073549220576041,0.41503749927884376,0.8073549220576041,0.0,0.8073549220576041,0.7369655941662061,0.8073549220576041
0.8073549220576041,0.32192809488736235,0.7369655941662061,0.84799690655495,0.84799690655495,0.84799690655495,0.5849625007211562,0.8073549220576041,0.0,0.41503749927884376,0.5849625007211562
0.7369655941662061,0.5849625007211562,0.5849625007211562,0.8073549220576041,0.8073549220576041,0.8073549220576041,0.41503749927884376,0.7369655941662061,0.41503749927884376,0.0,0.41503749927884376
0.8073549220576041,0.6780719051126377,0.7369655941662061,0.84799690655495,0.84799690655495,0.84799690655495,0.5849625007211562,0.8073549220576041,0.5849625007211562,0.41503749927884376,0.0
