Federal-gov,Gov-emp,Local-gov,Private,Self-emp,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay,Workclass
0.0,0.41503749927884376,0.5849625007211562,0.8073549220576041,0.8073549220576041,0.84799690655495,0.84799690655495,0.5849625007211562,0.8073549220576041,0.7369655941662061
0.41503749927884376,0.0,0.41503749927884376,0.7369655941662061,0.7369655941662061,0.8073549220576041,0.8073549220576041,0.41503749927884376,0.7369655941662061,0.5849625007211562
0.5849625007211562,0.41503749927884376,0.0,0.8073549220576041,0.8073549220576041,0.84799690655495,0.84799690655495,0.5849625007211562,0.8073549220576041,0.7369655941662061
0.8073549220576041,0.7369655941662061,0.8073549220576041,0.0,0.7369655941662061,0.8073549220576041,0.8073549220576041,0.8073549220576041,0.7369655941662061,0.5849625007211562
0.8073549220576041,0.7369655941662061,0.8073549220576041,0.7369655941662061,0.0,0.41503749927884376,0.41503749927884376,0.8073549220576041,0.7369655941662061,0.5849625007211562
0.84799690655495,0.8073549220576041,0.84799690655495,0.8073549220576041,0.41503749927884376,0.0,0.5849625007211562,0.84799690655495,0.8073549220576041,0.7369655941662061
0.84799690655495,0.8073549220576041,0.84799690655495,0.8073549220576041,0.41503749927884376,0.5849625007211562,0.0,0.84799690655495,0.8073549220576041,0.7369655941662061
0.5849625007211562,0.41503749927884376,0.5849625007211562,0.8073549220576041,0.8073549220576041,0.84799690655495,0.84799690655495,0.0,0.8073549220576041,0.7369655941662061
0.8073549220576041,0.7369655941662061,0.8073549220576041,0.7369655941662061,0.7369655941662061,0.8073549220576041,0.8073549220576041,0.8073549220576041,0.0,0.5849625007211562
0.7369655941662061,0.5849625007211562,0.7369655941662061,0.5849625007211562,0.5849625007211562,0.7369655941662061,0.7369655941662061,0.7369655941662061,0.5849625007211562,0.0
